level,user,password,team,province,date
3,TEST-KarlaTorres,TEST-TEST-KarlaTorres,TEST-Hamilton Bulldogs,BC,2022-03-02
1,TEST-KurtClark,TEST-TEST-KurtClark,TEST-Owen Sound Attack,NS,2022-01-27
7,TEST-ChrisBoden,TEST-TEST-ChrisBoden,TEST-Owen Sound Attack,NS,2022-01-17
5,TEST-NoahTyler,TEST-TEST-NoahTyler,TEST-London Knights,NL,2022-02-28
7,TEST-RonPower,TEST-TEST-RonPower,TEST-Mississauga Steelheads,MB,2022-01-28
1,TEST-RoccoDrake,TEST-TEST-RoccoDrake,TEST-London Knights,NL,2022-01-10
4,TEST-ErickChester,TEST-TEST-ErickChester,TEST-Kingston Frontenacs,PE,2022-02-06
4,TEST-MacyYork,TEST-TEST-MacyYork,TEST-North Bay Battalion,NT,2022-02-27
5,TEST-DougUpsdell,TEST-TEST-DougUpsdell,TEST-Sudbury Wolves,NB,2022-01-03
2,TEST-HenryMcgee,TEST-TEST-HenryMcgee,TEST-Mississauga Steelheads,MB,2022-02-03
7,TEST-EthanWhitmore,TEST-TEST-EthanWhitmore,TEST-Kingston Frontenacs,PE,2022-02-27
10,TEST-RufusKent,TEST-TEST-RufusKent,TEST-Sarnia Sting,MB,2022-01-01
8,TEST-SabrinaRaven,TEST-TEST-SabrinaRaven,TEST-Ottawa 67's,BC,2022-02-28
4,TEST-LeroyPowell,TEST-TEST-LeroyPowell,TEST-Hamilton Bulldogs,BC,2022-01-28
2,TEST-HarveyGiles,TEST-TEST-HarveyGiles,TEST-Owen Sound Attack,NS,2022-02-26
2,TEST-TaniaCarson,TEST-TEST-TaniaCarson,TEST-Hamilton Bulldogs,BC,2022-02-09
1,TEST-AlisonSimpson,TEST-TEST-AlisonSimpson,TEST-Owen Sound Attack,NS,2022-01-14
8,TEST-JacquelineMorris,TEST-TEST-JacquelineMorris,TEST-Sarnia Sting,MB,2022-02-23
7,TEST-ElenaKennedy,TEST-TEST-ElenaKennedy,TEST-Owen Sound Attack,NS,2022-02-21
7,TEST-BristolWood,TEST-TEST-BristolWood,TEST-Niagara IceDogs,QC,2022-01-05
5,TEST-MarkMarshall,TEST-TEST-MarkMarshall,TEST-Barrie Colts,ON,2022-02-02
2,TEST-VickyParker,TEST-TEST-VickyParker,TEST-Owen Sound Attack,NS,2022-01-18
5,TEST-LoganPowell,TEST-TEST-LoganPowell,TEST-Guelph Storm,NU,2022-01-10
4,TEST-RoseKennedy,TEST-TEST-RoseKennedy,TEST-Owen Sound Attack,NS,2022-02-23
5,TEST-RachaelYoung,TEST-TEST-RachaelYoung,TEST-Mississauga Steelheads,MB,2022-02-25
5,TEST-JohnathanGilmore,TEST-TEST-JohnathanGilmore,TEST-Barrie Colts,ON,2022-02-14
10,TEST-MaraBriggs,TEST-TEST-MaraBriggs,TEST-Sudbury Wolves,NB,2022-02-05
8,TEST-EnochGrey,TEST-TEST-EnochGrey,TEST-Ottawa 67's,BC,2022-02-08
8,TEST-CedrickRadley,TEST-TEST-CedrickRadley,TEST-Guelph Storm,NU,2022-02-09
3,TEST-HarveyJones,TEST-TEST-HarveyJones,TEST-Sault Ste. Marie Greyhounds,SK,2022-02-22
10,TEST-ReginaTyler,TEST-TEST-ReginaTyler,TEST-Guelph Storm,NU,2022-02-06
1,TEST-MarigoldBayliss,TEST-TEST-MarigoldBayliss,TEST-Mississauga Steelheads,MB,2022-02-24
8,TEST-CaraSmith,TEST-TEST-CaraSmith,TEST-Guelph Storm,NU,2022-01-31
3,TEST-SelenaOlivier,TEST-TEST-SelenaOlivier,TEST-Sudbury Wolves,NB,2022-02-09
6,TEST-MarvinWarren,TEST-TEST-MarvinWarren,TEST-Barrie Colts,ON,2022-01-18
5,TEST-ZoeSloan,TEST-TEST-ZoeSloan,TEST-Sarnia Sting,MB,2022-01-10
5,TEST-MackenzieWhinter,TEST-TEST-MackenzieWhinter,TEST-Oshawa Generals,AB,2022-02-27
2,TEST-JohnathanNeedham,TEST-TEST-JohnathanNeedham,TEST-Sault Ste. Marie Greyhounds,SK,2022-01-17
7,TEST-EthanStevenson,TEST-TEST-EthanStevenson,TEST-London Knights,NL,2022-01-31
2,TEST-FredRogers,TEST-TEST-FredRogers,TEST-Oshawa Generals,AB,2022-02-02
2,TEST-OwenArmstrong,TEST-TEST-OwenArmstrong,TEST-Kingston Frontenacs,PE,2022-01-07
6,TEST-BarryEdwards,TEST-TEST-BarryEdwards,TEST-Sault Ste. Marie Greyhounds,SK,2022-02-03
9,TEST-AlexMcguire,TEST-TEST-AlexMcguire,TEST-Kingston Frontenacs,PE,2022-01-18
10,TEST-TysonAllington,TEST-TEST-TysonAllington,TEST-Owen Sound Attack,NS,2022-02-15
9,TEST-PhoebeFarmer,TEST-TEST-PhoebeFarmer,TEST-Barrie Colts,ON,2022-01-18
10,TEST-MandyEbbs,TEST-TEST-MandyEbbs,TEST-Mississauga Steelheads,MB,2022-01-31
10,TEST-RamonLewis,TEST-TEST-RamonLewis,TEST-Owen Sound Attack,NS,2022-01-27
4,TEST-CharlizePowell,TEST-TEST-CharlizePowell,TEST-Kingston Frontenacs,PE,2022-01-02
3,TEST-MartinHerbert,TEST-TEST-MartinHerbert,TEST-Peterborough Petes,YT,2022-01-20
3,TEST-JasmineCann,TEST-TEST-JasmineCann,TEST-Mississauga Steelheads,MB,2022-01-03
2,TEST-ClintRoth,TEST-TEST-ClintRoth,TEST-Mississauga Steelheads,MB,2022-01-14
6,TEST-TysonSteer,TEST-TEST-TysonSteer,TEST-Sudbury Wolves,NB,2022-01-21
4,TEST-DomenicHaines,TEST-TEST-DomenicHaines,TEST-North Bay Battalion,NT,2022-01-03
10,TEST-StephaniePurvis,TEST-TEST-StephaniePurvis,TEST-Peterborough Petes,YT,2022-02-21
5,TEST-TheaBentley,TEST-TEST-TheaBentley,TEST-Mississauga Steelheads,MB,2022-02-01
1,TEST-VickyBryson,TEST-TEST-VickyBryson,TEST-Sarnia Sting,MB,2022-01-15
9,TEST-AerisRalph,TEST-TEST-AerisRalph,TEST-Owen Sound Attack,NS,2022-02-06
10,TEST-CaitlynBurge,TEST-TEST-CaitlynBurge,TEST-Owen Sound Attack,NS,2022-02-08
8,TEST-BobDillon,TEST-TEST-BobDillon,TEST-Peterborough Petes,YT,2022-02-12
4,TEST-AllyThorpe,TEST-TEST-AllyThorpe,TEST-London Knights,NL,2022-01-11
8,TEST-JohnathanNayler,TEST-TEST-JohnathanNayler,TEST-Owen Sound Attack,NS,2022-01-22
3,TEST-GwenythShields,TEST-TEST-GwenythShields,TEST-Ottawa 67's,BC,2022-02-02
1,TEST-RonaldPurvis,TEST-TEST-RonaldPurvis,TEST-Niagara IceDogs,QC,2022-01-18
2,TEST-SadieGriffiths,TEST-TEST-SadieGriffiths,TEST-Oshawa Generals,AB,2022-01-21
1,TEST-LoganWalton,TEST-TEST-LoganWalton,TEST-Sault Ste. Marie Greyhounds,SK,2022-02-20
4,TEST-AdelineEyres,TEST-TEST-AdelineEyres,TEST-Owen Sound Attack,NS,2022-01-10
6,TEST-DaronDriscoll,TEST-TEST-DaronDriscoll,TEST-Guelph Storm,NU,2022-01-29
1,TEST-BridgetClifford,TEST-TEST-BridgetClifford,TEST-Kitchener Rangers,NS,2022-03-03
8,TEST-BradOldfield,TEST-TEST-BradOldfield,TEST-Sarnia Sting,MB,2022-03-02
9,TEST-LoganCrawley,TEST-TEST-LoganCrawley,TEST-Owen Sound Attack,NS,2022-02-21
6,TEST-DennySkinner,TEST-TEST-DennySkinner,TEST-Sault Ste. Marie Greyhounds,SK,2022-02-13
5,TEST-MariaAllen,TEST-TEST-MariaAllen,TEST-Sarnia Sting,MB,2022-01-27
8,TEST-DanielVilliger,TEST-TEST-DanielVilliger,TEST-North Bay Battalion,NT,2022-01-31
10,TEST-ElisabethPurvis,TEST-TEST-ElisabethPurvis,TEST-Kitchener Rangers,NS,2022-02-08
1,TEST-SofieAldridge,TEST-TEST-SofieAldridge,TEST-Mississauga Steelheads,MB,2022-03-03
1,TEST-RaeRedden,TEST-TEST-RaeRedden,TEST-Kitchener Rangers,NS,2022-02-14
7,TEST-WendyMalone,TEST-TEST-WendyMalone,TEST-Sault Ste. Marie Greyhounds,SK,2022-02-09
10,TEST-TysonWigley,TEST-TEST-TysonWigley,TEST-Sault Ste. Marie Greyhounds,SK,2022-02-24
5,TEST-LiamFunnell,TEST-TEST-LiamFunnell,TEST-Niagara IceDogs,QC,2022-02-23
1,TEST-DougOakley,TEST-TEST-DougOakley,TEST-Mississauga Steelheads,MB,2022-02-01
10,TEST-RoccoPickard,TEST-TEST-RoccoPickard,TEST-London Knights,NL,2022-02-27
3,TEST-GilAlldridge,TEST-TEST-GilAlldridge,TEST-Peterborough Petes,YT,2022-01-07
4,TEST-BartRadley,TEST-TEST-BartRadley,TEST-Owen Sound Attack,NS,2022-01-09
10,TEST-MabelHolmes,TEST-TEST-MabelHolmes,TEST-Niagara IceDogs,QC,2022-02-05
5,TEST-BryonEllwood,TEST-TEST-BryonEllwood,TEST-Sault Ste. Marie Greyhounds,SK,2022-01-29
5,TEST-LexiUttley,TEST-TEST-LexiUttley,TEST-Windsor Spitfires,AB,2022-01-13
4,TEST-EduardoChapman,TEST-TEST-EduardoChapman,TEST-Peterborough Petes,YT,2022-02-21
6,TEST-JohnathanPlumb,TEST-TEST-JohnathanPlumb,TEST-North Bay Battalion,NT,2022-03-01
1,TEST-JoshGraham,TEST-TEST-JoshGraham,TEST-Sault Ste. Marie Greyhounds,SK,2022-02-01
6,TEST-HavanaAllington,TEST-TEST-HavanaAllington,TEST-Kitchener Rangers,NS,2022-01-09
6,TEST-JaylenePrice,TEST-TEST-JaylenePrice,TEST-London Knights,NL,2022-01-12
9,TEST-JosephBell,TEST-TEST-JosephBell,TEST-Ottawa 67's,BC,2022-02-08
8,TEST-LucasCrawley,TEST-TEST-LucasCrawley,TEST-London Knights,NL,2022-02-16
10,TEST-MichaelNorman,TEST-TEST-MichaelNorman,TEST-Mississauga Steelheads,MB,2022-03-01
3,TEST-JacobOatway,TEST-TEST-JacobOatway,TEST-Kitchener Rangers,NS,2022-01-18
7,TEST-RosalieMason,TEST-TEST-RosalieMason,TEST-Kitchener Rangers,NS,2022-02-28
9,TEST-JazminSimpson,TEST-TEST-JazminSimpson,TEST-Hamilton Bulldogs,BC,2022-02-12
2,TEST-NathanFox,TEST-TEST-NathanFox,TEST-Kingston Frontenacs,PE,2022-01-08
3,TEST-KatelynMcneill,TEST-TEST-KatelynMcneill,TEST-Peterborough Petes,YT,2022-02-24
4,TEST-ChloeTownend,TEST-TEST-ChloeTownend,TEST-Barrie Colts,ON,2022-01-30
4,TEST-BorisClarkson,TEST-TEST-BorisClarkson,TEST-Peterborough Petes,YT,2022-02-01
10,TEST-FreyaHogg,TEST-TEST-FreyaHogg,TEST-Kitchener Rangers,NS,2022-01-20
9,TEST-CarmellaButton,TEST-TEST-CarmellaButton,TEST-Sault Ste. Marie Greyhounds,SK,2022-02-14
6,TEST-MatthewHamilton,TEST-TEST-MatthewHamilton,TEST-Ottawa 67's,BC,2022-01-04
5,TEST-SydneyFleming,TEST-TEST-SydneyFleming,TEST-Kitchener Rangers,NS,2022-01-06
6,TEST-LeroyMartin,TEST-TEST-LeroyMartin,TEST-Sudbury Wolves,NB,2022-01-21
1,TEST-HavanaOsmond,TEST-TEST-HavanaOsmond,TEST-Sault Ste. Marie Greyhounds,SK,2022-02-27
3,TEST-DenisCox,TEST-TEST-DenisCox,TEST-Peterborough Petes,YT,2022-02-10
2,TEST-RusselSherry,TEST-TEST-RusselSherry,TEST-Ottawa 67's,BC,2022-01-19
6,TEST-JulietteGray,TEST-TEST-JulietteGray,TEST-Hamilton Bulldogs,BC,2022-02-13
4,TEST-NicoleWills,TEST-TEST-NicoleWills,TEST-Ottawa 67's,BC,2022-02-15
8,TEST-HavanaWright,TEST-TEST-HavanaWright,TEST-Kingston Frontenacs,PE,2022-02-06
7,TEST-SebastianTerry,TEST-TEST-SebastianTerry,TEST-Guelph Storm,NU,2022-02-19
2,TEST-RosalieHealy,TEST-TEST-RosalieHealy,TEST-Kitchener Rangers,NS,2022-01-02
9,TEST-NathanClarke,TEST-TEST-NathanClarke,TEST-Sarnia Sting,MB,2022-01-16
10,TEST-MayaClark,TEST-TEST-MayaClark,TEST-Niagara IceDogs,QC,2022-02-03
2,TEST-LucasMatthews,TEST-TEST-LucasMatthews,TEST-Niagara IceDogs,QC,2022-01-18
3,TEST-BennyOlson,TEST-TEST-BennyOlson,TEST-Owen Sound Attack,NS,2022-02-07
3,TEST-LaraWalsh,TEST-TEST-LaraWalsh,TEST-London Knights,NL,2022-01-03
6,TEST-EnochBrennan,TEST-TEST-EnochBrennan,TEST-Hamilton Bulldogs,BC,2022-03-03
9,TEST-AnthonyClarke,TEST-TEST-AnthonyClarke,TEST-Barrie Colts,ON,2022-01-27
5,TEST-MarthaCadman,TEST-TEST-MarthaCadman,TEST-Sarnia Sting,MB,2022-02-06
4,TEST-CedrickHeaton,TEST-TEST-CedrickHeaton,TEST-Windsor Spitfires,AB,2022-01-28
2,TEST-CatherineLane,TEST-TEST-CatherineLane,TEST-Hamilton Bulldogs,BC,2022-02-23
7,TEST-KarenForth,TEST-TEST-KarenForth,TEST-Oshawa Generals,AB,2022-01-25
4,TEST-AlessandraUtterson,TEST-TEST-AlessandraUtterson,TEST-Niagara IceDogs,QC,2022-01-19
1,TEST-MartinLucas,TEST-TEST-MartinLucas,TEST-Kitchener Rangers,NS,2022-02-14
6,TEST-NoahVallins,TEST-TEST-NoahVallins,TEST-North Bay Battalion,NT,2022-02-11
10,TEST-TonyKhan,TEST-TEST-TonyKhan,TEST-Sault Ste. Marie Greyhounds,SK,2022-01-29
3,TEST-ScarlettSmith,TEST-TEST-ScarlettSmith,TEST-Kingston Frontenacs,PE,2022-02-25
3,TEST-GeorgeSimpson,TEST-TEST-GeorgeSimpson,TEST-Peterborough Petes,YT,2022-01-17
5,TEST-AlisonCobb,TEST-TEST-AlisonCobb,TEST-Hamilton Bulldogs,BC,2022-01-26
4,TEST-MartinKeys,TEST-TEST-MartinKeys,TEST-Owen Sound Attack,NS,2022-01-14
4,TEST-ChesterSantos,TEST-TEST-ChesterSantos,TEST-Kingston Frontenacs,PE,2022-02-15
2,TEST-DarleneDickson,TEST-TEST-DarleneDickson,TEST-North Bay Battalion,NT,2022-02-27
6,TEST-JavierVernon,TEST-TEST-JavierVernon,TEST-Sault Ste. Marie Greyhounds,SK,2022-02-01
8,TEST-AlexanderWalker,TEST-TEST-AlexanderWalker,TEST-Hamilton Bulldogs,BC,2022-02-13
9,TEST-RufusSherry,TEST-TEST-RufusSherry,TEST-Sault Ste. Marie Greyhounds,SK,2022-01-30
1,TEST-GilEaton,TEST-TEST-GilEaton,TEST-Oshawa Generals,AB,2022-03-03
2,TEST-JuliusJohnson,TEST-TEST-JuliusJohnson,TEST-Kitchener Rangers,NS,2022-01-27
2,TEST-JosephDickson,TEST-TEST-JosephDickson,TEST-North Bay Battalion,NT,2022-02-16
5,TEST-MarissaScott,TEST-TEST-MarissaScott,TEST-Windsor Spitfires,AB,2022-01-02
10,TEST-DennyBrennan,TEST-TEST-DennyBrennan,TEST-Sudbury Wolves,NB,2022-01-02
4,TEST-ErynOgilvy,TEST-TEST-ErynOgilvy,TEST-Guelph Storm,NU,2022-01-12
2,TEST-MeredithCalderwood,TEST-TEST-MeredithCalderwood,TEST-Sarnia Sting,MB,2022-02-19
7,TEST-JulianRobinson,TEST-TEST-JulianRobinson,TEST-Niagara IceDogs,QC,2022-02-08
3,TEST-EileenMullins,TEST-TEST-EileenMullins,TEST-Oshawa Generals,AB,2022-02-05
3,TEST-EveCollins,TEST-TEST-EveCollins,TEST-Guelph Storm,NU,2022-02-27
6,TEST-DougGraham,TEST-TEST-DougGraham,TEST-Guelph Storm,NU,2022-01-23
5,TEST-SonyaRadcliffe,TEST-TEST-SonyaRadcliffe,TEST-Barrie Colts,ON,2022-01-05
1,TEST-NicoleYoung,TEST-TEST-NicoleYoung,TEST-Oshawa Generals,AB,2022-02-12
5,TEST-BennyWoods,TEST-TEST-BennyWoods,TEST-Barrie Colts,ON,2022-01-28
10,TEST-CedrickPratt,TEST-TEST-CedrickPratt,TEST-Mississauga Steelheads,MB,2022-02-24
3,TEST-ShannonAbbot,TEST-TEST-ShannonAbbot,TEST-Ottawa 67's,BC,2022-01-20
4,TEST-JavierLogan,TEST-TEST-JavierLogan,TEST-Ottawa 67's,BC,2022-01-25
6,TEST-DomenicJohnson,TEST-TEST-DomenicJohnson,TEST-Oshawa Generals,AB,2022-02-08
6,TEST-MichaelBaldwin,TEST-TEST-MichaelBaldwin,TEST-London Knights,NL,2022-03-03
4,TEST-NathanParker,TEST-TEST-NathanParker,TEST-Peterborough Petes,YT,2022-01-22
4,TEST-RogerAvery,TEST-TEST-RogerAvery,TEST-Sarnia Sting,MB,2022-02-10
8,TEST-RonVaughan,TEST-TEST-RonVaughan,TEST-Niagara IceDogs,QC,2022-02-04
8,TEST-HavanaWoodcock,TEST-TEST-HavanaWoodcock,TEST-Sault Ste. Marie Greyhounds,SK,2022-02-07
7,TEST-JavierDwyer,TEST-TEST-JavierDwyer,TEST-Niagara IceDogs,QC,2022-02-09
3,TEST-SebastianWooldridge,TEST-TEST-SebastianWooldridge,TEST-Barrie Colts,ON,2022-02-02
2,TEST-CarterTate,TEST-TEST-CarterTate,TEST-London Knights,NL,2022-01-14
1,TEST-EmelyBullock,TEST-TEST-EmelyBullock,TEST-Sarnia Sting,MB,2022-01-17
1,TEST-BryonBoyle,TEST-TEST-BryonBoyle,TEST-Sudbury Wolves,NB,2022-02-05
4,TEST-JudithRandall,TEST-TEST-JudithRandall,TEST-Sault Ste. Marie Greyhounds,SK,2022-01-06
10,TEST-AidenHarvey,TEST-TEST-AidenHarvey,TEST-Sudbury Wolves,NB,2022-01-07
7,TEST-AlanAddley,TEST-TEST-AlanAddley,TEST-Sault Ste. Marie Greyhounds,SK,2022-02-19
1,TEST-ChuckIrwin,TEST-TEST-ChuckIrwin,TEST-North Bay Battalion,NT,2022-03-01
5,TEST-ManuelSherry,TEST-TEST-ManuelSherry,TEST-Sarnia Sting,MB,2022-01-14
4,TEST-EmelySloan,TEST-TEST-EmelySloan,TEST-Sudbury Wolves,NB,2022-02-17
8,TEST-SarahRust,TEST-TEST-SarahRust,TEST-Sarnia Sting,MB,2022-03-03
7,TEST-MarkBloom,TEST-TEST-MarkBloom,TEST-Sudbury Wolves,NB,2022-01-24
5,TEST-HadleyVaughn,TEST-TEST-HadleyVaughn,TEST-London Knights,NL,2022-02-12
9,TEST-DorisYang,TEST-TEST-DorisYang,TEST-Barrie Colts,ON,2022-02-26
8,TEST-ClintDoherty,TEST-TEST-ClintDoherty,TEST-North Bay Battalion,NT,2022-02-14
2,TEST-MichaelBennett,TEST-TEST-MichaelBennett,TEST-Sault Ste. Marie Greyhounds,SK,2022-01-07
8,TEST-MartinMackenzie,TEST-TEST-MartinMackenzie,TEST-London Knights,NL,2022-02-14
10,TEST-NicholasReynolds,TEST-TEST-NicholasReynolds,TEST-Windsor Spitfires,AB,2022-02-13
8,TEST-JayleneCampbell,TEST-TEST-JayleneCampbell,TEST-North Bay Battalion,NT,2022-01-30
1,TEST-BryonPierce,TEST-TEST-BryonPierce,TEST-Hamilton Bulldogs,BC,2022-02-12
1,TEST-HadleyKnight,TEST-TEST-HadleyKnight,TEST-Oshawa Generals,AB,2022-02-13
1,TEST-BorisSwan,TEST-TEST-BorisSwan,TEST-Owen Sound Attack,NS,2022-03-02
2,TEST-DannyWilcox,TEST-TEST-DannyWilcox,TEST-Peterborough Petes,YT,2022-01-02
2,TEST-TiffanyPatel,TEST-TEST-TiffanyPatel,TEST-Owen Sound Attack,NS,2022-01-26
5,TEST-DannyForth,TEST-TEST-DannyForth,TEST-Barrie Colts,ON,2022-02-14
1,TEST-MyaAlexander,TEST-TEST-MyaAlexander,TEST-Kitchener Rangers,NS,2022-02-02
10,TEST-GilDwyer,TEST-TEST-GilDwyer,TEST-Windsor Spitfires,AB,2022-02-26
4,TEST-SydneyCartwright,TEST-TEST-SydneyCartwright,TEST-North Bay Battalion,NT,2022-02-26
1,TEST-RickBrown,TEST-TEST-RickBrown,TEST-Sudbury Wolves,NB,2022-02-28
4,TEST-KurtBloom,TEST-TEST-KurtBloom,TEST-Barrie Colts,ON,2022-01-30
10,TEST-BeatriceRiley,TEST-TEST-BeatriceRiley,TEST-Hamilton Bulldogs,BC,2022-01-20
5,TEST-RamonAnderson,TEST-TEST-RamonAnderson,TEST-Niagara IceDogs,QC,2022-01-24
8,TEST-BlakePenn,TEST-TEST-BlakePenn,TEST-London Knights,NL,2022-02-28
5,TEST-LorraineFowler,TEST-TEST-LorraineFowler,TEST-Sudbury Wolves,NB,2022-01-26
4,TEST-AngelinaEaton,TEST-TEST-AngelinaEaton,TEST-Mississauga Steelheads,MB,2022-01-22
3,TEST-MelaniaLane,TEST-TEST-MelaniaLane,TEST-Kitchener Rangers,NS,2022-02-18
8,TEST-TaraWilliams,TEST-TEST-TaraWilliams,TEST-Sarnia Sting,MB,2022-02-20
2,TEST-NateChapman,TEST-TEST-NateChapman,TEST-Guelph Storm,NU,2022-02-23
8,TEST-CarmellaKaur,TEST-TEST-CarmellaKaur,TEST-Kitchener Rangers,NS,2022-01-12
10,TEST-RoseBradshaw,TEST-TEST-RoseBradshaw,TEST-Mississauga Steelheads,MB,2022-02-12
5,TEST-AmeliaSlater,TEST-TEST-AmeliaSlater,TEST-Kitchener Rangers,NS,2022-02-19
1,TEST-BarryBrown,TEST-TEST-BarryBrown,TEST-North Bay Battalion,NT,2022-01-19
10,TEST-BridgetWade,TEST-TEST-BridgetWade,TEST-Hamilton Bulldogs,BC,2022-02-05
3,TEST-MasonEbbs,TEST-TEST-MasonEbbs,TEST-Hamilton Bulldogs,BC,2022-01-11
1,TEST-NicholasUlyatt,TEST-TEST-NicholasUlyatt,TEST-Mississauga Steelheads,MB,2022-02-16
9,TEST-LukeWhinter,TEST-TEST-LukeWhinter,TEST-Sarnia Sting,MB,2022-02-11
10,TEST-TessRose,TEST-TEST-TessRose,TEST-Oshawa Generals,AB,2022-02-01
4,TEST-RamonCarson,TEST-TEST-RamonCarson,TEST-Peterborough Petes,YT,2022-02-24
1,TEST-IsabellaStewart,TEST-TEST-IsabellaStewart,TEST-Kingston Frontenacs,PE,2022-01-17
2,TEST-AlexaWilson,TEST-TEST-AlexaWilson,TEST-Peterborough Petes,YT,2022-02-24
6,TEST-BobHolt,TEST-TEST-BobHolt,TEST-Oshawa Generals,AB,2022-02-24
9,TEST-HazelBaran,TEST-TEST-HazelBaran,TEST-Owen Sound Attack,NS,2022-02-22
6,TEST-DanielNartodisky,TEST-TEST-DanielNartodisky,TEST-Oshawa Generals,AB,2022-03-01
3,TEST-MaximilianCertortzski,TEST-TEST-MaximilianCertortzski,TEST-Kingston Frontenacs,PE,2022-01-24
